rating,review
4,"Quite powerful for the 700w rating. Most microwaves pull 30+%  more wattage than their label, mainly due to losses, and the outside label ""power"" is actually providing the consumer with the heating power input into the food. In this case, I believe the the ratings are inaccurate. This little unit sure does pull a lot more juice than its advertised heating input. 1280w/700w=1.68 or 68% more than the heating input power! It does heat food well however, and i would expect it to witht hat much power draw. It isn't a full sized beast-mode microwave, but will do the job with ~ 15 to 30 seconds longer operation. I would love to find a microwave that can lower its heating power (lower wattage to say half, 600w) on lower power settings, this one and most other I know of, just turn off the heating element for brief periods to let the heat even out in the food you are heating, then they turn back on and resume heating. This is observable on the killa-watt as well."
4,"Everyday heating up food, easy to use"
1,"I purchased this for my mother because it was small and would fit in the space she has for a microwave.  It just doesn't cook food well.  I'm not sure why - it has a smaller compartment than many other microwaves, so you would think that it would cook the food that is actually in it faster since it has less to heat up.  But, it doesn't.  Oatmeal that takes two minutes to cook in my microwave takes 5 minutes to cook in this one.  I'm going to replace it with a different one, but it really is a pain to try a product and have it work so poorly."
3,It’s an ok micro. Good for small spaces and a regular size dinner plate fits inside. The control panel is difficult to see without light and a little confusing.
5,"You definitely have to read the book and learn some commands, but it is great. I’m blind, so I use bump dots and thankfully I only needed to put them on a few buttons. That’s a big plus for me. It’s quiet it has so many functions. We haven’t even had a chance to try many of them but you can usually tell right away if you’re going to love some thing or not I definitely give this five stars."
1,Bought it in Jan 2022. Today is November 2023. The microwave was burnt while being used!!!! Terrible. Will not buy this brand again
2,It seemed okay when I first brought it. We are looking for another one. We got this one in February 2020. A little over a year later and we need a new one.
5,We primarily bought this model because we are looking to upgrade our boat I'm the next year and most boats have a combo style microwave as the only oven so we wanted to practice using air fry and convection in a microwave.  What we didn't understand is that convection and air fry are basically the same function.  The instructions were basic but fine.  We do like that this is a fast version vs our full convection oven.  Overall a good microwave and easy to use
4,WISH THE SETTINGS WERE EASIER TO SEE~!
4,"I'm sorry I did not see the ""alexa integration"" which is useless to me--I hope not too much of the price was for this feature.The microwave works great (easy to use, etc.). My only problem is that opening the door requires me to hold the microwave with one hand before I open the door to prevent pulling the microwave to the edge of the counter (or beyond, but I have always stopped it). The door is very hard for me to open. My spouse, however, does not have a problem."
